ID,COUNTRY,ISO,ADMIN_LEVEL_NAME,PCODE,REGION,CATEGORY,MEASURE,TARGETED_POP_GROUP,COMMENTS,DATE_IMPLEMENTED,SOURCE,SOURCE_TYPE,LINK,ENTRY_DATE,Alternative source
1757,Sierra Leone,SLE,,,Africa,Public health measures,General recommendations,Yes,Discouraged individuals from countries with 200 or more confirmed cases of COVID-19 from traveling to Sierra Leone during this critical period.,16/03/2020,WHO Africa,UN,https://www.afro.who.int/news/sierra-leone-institutes-additional-covid-19-preparedness-and-response-measures,23/03/2020,
1758,Sierra Leone,SLE,,,Africa,Social and economic measures,Military deployment,No,Military is directed to immediately deploy to the international airport and land crossing points in order to enhance security and support compliance with all public health directives advisories.,16/03/2020,Africa News,Media,https://www.africanews.com/2020/03/19/virus-free-sierra-leone-records-covid-19-scuffles-over-quarantine-at-airport//,23/03/2020,
1759,Sierra Leone,SLE,,,Africa,Movement restrictions,Flights suspension,No,Freetown International Airport will close on March 22 until further notice to all commercial flights. ,22/03/2020,US Embassy,Government,https://sl.usembassy.gov/health-alert-u-s-embassy-freetown-sierra-leone/,23/03/2020,
1772,Sierra Leone,SLE,,,Africa,Social and economic measures,Emergency administrative structures activated or established,No,Sierre Leone has activated the Emergency Operations Centre to Level 2 to coordinate initial preparedness and response and also a toll-free number 117 and a dedicated call centre.,16/03/2020,Government,Social media,https://www.facebook.com/TheBioPresidency/posts/563839174227133?__tn__=K-R,23/03/2020,
304,Singapore,SGP,,,Asia,Social distancing,Limit public gatherings,No,,,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,15/03/2020,
307,Singapore,SGP,,,Asia,Public health measures,General recommendations,No,"Home office, temperature regular checks.",,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,15/03/2020,
312,Slovakia,SVK,,,Europe,Movement restrictions,Border closure ,Yes,Kenya,12/03/2020,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,15/03/2020,
314,Slovakia,SVK,,,Europe,Public health measures,Introduction of quarantine policies,No,For all people coming from abroad 14 days.,12/03/2020,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,15/03/2020,
322,Slovenia,SVN,,,Europe,Public health measures,Health screenings in airports and border crossings,Yes,Border with italy.,,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,15/03/2020,
325,Slovenia,SVN,,,Europe,Movement restrictions,Travel restrictions,Yes,All non nationals or non residents without a medical check in the past 3 days cannot enter if they have syntoms,,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,15/03/2020,
328,Slovenia,SVN,,,Europe,Movement restrictions,Travel restrictions,Yes,Suspension of train traffic with Italy.,,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,15/03/2020,
130,Solomon Islands,SLB,,,Pacific,Movement restrictions,Travel restrictions,Yes,"Travellers from Austria, Bahrain, Belgium, China, Denmark, France, Germany, Greece, Hong Kong, Indonesia, Iran, Iraq, Israel, Italy, Japan, Kuwait, Macau, Malaysia, Netherlands, Norway, Qatar, Singapore, South Korea, Spain, Sweden, Switzerland, Taiwan and Thailand in the past 14 days.",2/03/2020,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#ITA,15/03/2020,
131,Solomon Islands,SLB,,,Pacific,Public health measures,Health screenings in airports and border crossings,Yes,People from countries with cases,2/03/2020,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#ITA,15/03/2020,
132,Solomon Islands,SLB,,,Pacific,Movement restrictions,Flights suspension,No,From Brisbane to Western Province,2/03/2020,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#ITA,15/03/2020,
965,Solomon Islands,SLB,"Honiara, and the wider Guadalcanal province",,Pacific,Social distancing,Schools closure ,Yes,"Schools in the capital, Honiara, and the wider Guadalcanal province have been ordered closed",20/03/2020,Solomon Times,Media,https://www.solomontimes.com/news/government-implements-measures-to-protect-citizens/9636,20/03/2020,
966,Solomon Islands,SLB,,,Pacific,Movement restrictions,Border closure ,No,90 day ban on all cruise ships and private yachts.,20/03/2020,RNZ,Media,https://www.rnz.co.nz/international/pacific-news/412217/coronavirus-how-the-pacific-is-responding,20/03/2020,
967,Solomon Islands,SLB,,,Pacific,Movement restrictions,Flights suspension,No,"A major reduction in flights, with Virgin Australia and Air Niugini suspending their services from Brisbane and Port Moresby. Solomon Airlines will only fly three times a week to Brisbane.",22/03/2020,RNZ,Media,https://www.rnz.co.nz/international/pacific-news/412217/coronavirus-how-the-pacific-is-responding,20/03/2020,
968,Solomon Islands,SLB,,,Pacific,Public health measures,Introduction of quarantine policies,Yes,All international travellers to Solomon Islands are required to undergo 14 days of self-quarantine.,20/03/2020,RNZ,Media,https://www.rnz.co.nz/international/pacific-news/412217/coronavirus-how-the-pacific-is-responding,20/03/2020,
969,Solomon Islands,SLB,,,Pacific,Public health measures,Introduction of quarantine policies,Yes,All citizens not working and living in Honiara are encouraged to return or relocate to provinces immediately. All citizens in the provinces are advised to NOT undertake any non-essential travel to Honiara with immediate effect.,20/03/2020,Solomon Times,Media,https://www.solomontimes.com/news/government-implements-measures-to-protect-citizens/9636,20/03/2020,
970,Solomon Islands,SLB,,,Pacific,Public health measures,Introduction of quarantine policies,No,"All cargo ships, including all logging, mineral ore and fishing vessels must serve the 14 days quarantine period at sea and can only be cleared at Noro and Honiara Ports.",20/03/2020,Solomon Times,Media,https://www.solomontimes.com/news/government-implements-measures-to-protect-citizens/9636,20/03/2020,
971,Solomon Islands,SLB,,,Pacific,Social and economic measures,Economic measures,No,Prioritising Government Expenditure – All permanent secretaries are now reviewing and re-prioritising their respective ministry budgets in anticipation of budget pressures due to the Corona Virus.,20/03/2020,Solomon Times,Media,https://www.solomontimes.com/news/government-implements-measures-to-protect-citizens/9636,20/03/2020,
974,Solomon Islands,SLB,,,Pacific,Public health measures,Strengthening the public health system,No,Establishing Capability to test Corona Virus at the NRH – The government is moving ahead to procure and set up local capability to test Corona Virus at the NRH dengue laboratory within the next few weeks.,20/03/2020,Solomon Times,Media,https://www.solomontimes.com/news/government-implements-measures-to-protect-citizens/9636,20/03/2020,
975,Solomon Islands,SLB,,,Pacific,Social and economic measures,Emergency administrative structures activated or established,No,Quarantine facilities / centres – The government has already secured several facilities to be used as quarantine centres for incoming passengers as well as for our own nationals that may need to be quarantined for certain period of time from their homes. More facilities are being assessed to ensure they are ready for use if so needed.,20/03/2020,Solomon Times,Media,https://www.solomontimes.com/news/government-implements-measures-to-protect-citizens/9636,20/03/2020,
979,Solomon Islands,SLB,,,Pacific,Movement restrictions,Border closure ,No,All traditional and non-traditional Border travelers using the Solomon Islands – PNG border are advised this border crossing will be closed effective Friday 20 March 2020. PNG has already closed their side effective today.,20/03/2020,Solomon Times,Media,https://www.solomontimes.com/news/government-implements-measures-to-protect-citizens/9636,20/03/2020,
1506,Solomon Islands,SLB,,,Pacific,Movement restrictions,Border closure ,Yes,Border closed to non-citizens,22/03/2020,RNZ,Media,https://www.rnz.co.nz/news/pacific/412357/coronavirus-png-announces-lockdown-solomons-closes-border-to-non-citizens,23/03/2020,
1507,Solomon Islands,SLB,,,Pacific,Social and economic measures,Economic measures,No,The government implementing price control measures for basic goods and essential services ,22/03/2020,RNZ,Media,https://www.rnz.co.nz/news/pacific/412357/coronavirus-png-announces-lockdown-solomons-closes-border-to-non-citizens,23/03/2020,
1508,Solomon Islands,SLB,,,Pacific,Movement restrictions,Travel restrictions,Yes,"International restrictions: Travellers who have been to the following countries in the past 14 days are banned from entry: Austria, Bahrain, Belgium, China, Denmark, France, Germany, Greece, Hong Kong, Indonesia, Iran, Iraq, Israel, Italy, Japan, Kuwait, Macau, Malaysia, Netherlands, Norway, Qatar, Singapore, South Korea, Spain, Sweden, Switzerland, Taiwan and Thailand.  Travellers who are transiting through Fiji, Kiribati, Nauru, Papua New Guinea or Vanuatu will not be permitted entry unless they have evidence they have not travelled from/transited through an affected country within 14 days prior to arrival. However, if travellers have been to or transited through China in the previous 14 days, entry will be denied upon arrival. Travellers may be allowed to enter from other countries where coronavirus cases have been confirmed (including Australia), provided they have not travelled through the countries listed above. Entry will be granted for travellers on direct flights from Brisbane. Travellers will still be subjected to screening and possibly quarantine.",22/03/2020,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,23/03/2020,
1509,Solomon Islands,SLB,,,Pacific,Movement restrictions,Flights suspension,No,The weekly flight from Brisbane (Australia) to Munda Airport in Western Province has been suspended.,22/03/2020,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,23/03/2020,
787,Somalia,SOM,,,Africa,Movement restrictions,Flights suspension,No,Suspension of all flights to and from 5 countries as of 18 March including Turkey,18/03/2020,Somali Nationals News Agency,Media,https://sonna.so/en/somalia-suspends-flights-to-and-from-5-countries/,17/03/2020,
788,Somalia,SOM,,,Africa,Public health measures,General recommendations,Yes,General recommendation to all travelers from countries with Covid-19 cases to suspend travel to Somalia,12/03/2020,Ministry of Health,Government,http://moh.gov.so/en/newsPage.php?Id=39,17/03/2020,
1749,Somalia,SOM,,,Africa,Movement restrictions,Travel restrictions,No,"All passengers originating from China, Iran, South Korea, and Italy or transiting through one of those countries for the last 14 days will not be allowed to enter the country.",15/03/2020,AA,Media,https://www.aa.com.tr/en/latest-on-coronavirus-outbreak/covid-19-somalia-bans-entry-from-worst-hit-countries/1766837,23/03/2020,
1750,Somalia,SOM,,,Africa,Movement restrictions,Electronic surveilance,No,24/7 ariel surveillance along border with somalia and ethiopia will be enacted to stop border crossing.,18/03/2020,Daily Nation,Media,https://www.nation.co.ke/counties/wajir/Eyes-trained-on-Kenya-s-borders-coronavirus/3444790-5496506-wlhjai/index.html,23/03/2020,
1751,Somalia,SOM,,,Africa,Movement restrictions,Flights suspension,No,Somalia temporarily lifts ban on international flights (for 48 hours) to allow stranded Somalis back into the country.,21/03/2020,The Brief,Media,https://www.thebrief.co.ke/foreign/somalia-temporarily-lifts-international-flights-ban-for-two-days/,23/03/2020,
1752,Somalia,SOM,,,Africa,Movement restrictions,Flights suspension,No,Somalia bans all internatinal flights.,19/03/2020,The Brief,Media,https://www.thebrief.co.ke/foreign/somalia-temporarily-lifts-international-flights-ban-for-two-days/,23/03/2020,
1753,Somalia,SOM,,,Africa,Public health measures,Introduction of quarantine policies,No,"Those arriving in Somalia, who travelled through affected countries, will be quarantined for and will undergo mandatory two weeks coronavirus screening to stem the spread of the coronavirus.",19/03/2020,Mustaqbal Radio,Media,https://www.mustaqbalradio.net/somalia-to-quarantine-passengers-from-14-destinations-after-lift-ban-on-flights/,23/03/2020,
